date,t,co
2013-09-19,300.70117,8.1565304e-08
2013-09-20,300.5073,9.302204e-08
2013-09-21,300.63248,1.00620326e-07
2013-09-22,300.7819,9.501936e-08
2013-09-23,301.5636,9.050309e-08
2013-09-24,301.4281,9.8764275e-08
2013-09-25,301.53,9.812318e-08
2013-09-26,301.59793,1.0698246e-07
2013-09-27,300.41113,8.530947e-08
2013-09-28,299.765,6.7407065e-08
2013-09-29,299.88043,7.302027e-08
2013-09-30,300.15247,7.621251e-08
2013-10-01,300.3253,7.944635e-08
2013-10-02,300.11917,7.159183e-08
2013-10-03,300.08893,6.273604e-08
2013-10-04,299.9836,7.126337e-08
2013-10-05,300.3299,7.456525e-08
2013-10-06,300.34134,7.730065e-08
2013-10-07,300.30118,7.4518375e-08
2013-10-08,299.3224,7.792372e-08
2013-10-09,299.09448,8.447152e-08
2013-10-10,299.3887,7.60145e-08
2013-10-11,299.68594,7.1800116e-08
2013-10-12,299.82343,7.585249e-08
2013-10-13,299.98093,7.946606e-08
2013-10-14,299.62598,7.9535745e-08
2013-10-15,299.36237,7.0545894e-08
2013-10-16,299.27957,6.9557046e-08
2013-10-17,299.20364,7.845499e-08
2013-10-18,299.1958,8.3470134e-08
2013-10-19,298.9934,8.028119e-08
2013-10-20,298.90277,7.403834e-08
2013-10-21,298.9505,7.091796e-08
2013-10-22,299.00607,6.4154804e-08
2013-10-23,298.64844,6.8638094e-08
2013-10-24,298.5297,7.873474e-08
2013-10-25,299.00403,8.18586e-08
2013-10-26,298.48248,9.588395e-08
2013-10-27,298.64688,1.1203072e-07
2013-10-28,298.5692,1.1347373e-07
2013-10-29,298.4045,1.1612036e-07
2013-10-30,298.6887,1.2517836e-07
2013-10-31,298.8743,1.3317776e-07
2013-11-01,299.07825,1.4606763e-07
2013-11-02,299.0881,1.3389811e-07
2013-11-03,298.84476,1.4871252e-07
2013-11-04,298.8836,1.2109801e-07
2013-11-05,299.19656,1.17373716e-07
2013-11-06,299.05438,1.2160199e-07
2013-11-07,298.70538,1.2940207e-07
2013-11-08,298.6793,1.286307e-07
2013-11-09,298.97577,9.912489e-08
2013-11-10,298.0863,1.0145952e-07
